feature_0,feature_1,label
-0.8454507931870381,-1.1423827392475405,0
0.62338641992205,-0.46232122126916814,1
2.4352056510981805,-0.7171919542830977,1
-1.7262447561185705,1.6860902074826805,0
-0.25879332645996445,1.533251443225033,1
-1.2822479142858998,-1.787300121365661,0
-0.3302769551994063,0.2799884365561909,0
1.0123850622951416,-1.1128460775684048,1
0.6276719492652773,0.9559994343545918,1
-0.8665784298245107,-0.2480315880515589,0
-0.6358066538655299,1.704841344835172,1
-0.7699524394139771,0.8205053145984841,0
-0.09012775480310728,0.7006110087287984,1
0.06016573331533834,0.3044746721699088,1
-1.8400513435879242,-1.0988562691866732,0
0.24372230111120136,-0.3035955201668816,1
0.632002240782674,-0.7347449760346445,0
0.13519471683804435,0.9166717406164857,1
-0.4478284040434559,2.4517560568011465,1
-0.9119488959790869,-0.8893523989960024,0
0.4170521534503981,-1.0703763416940113,0
0.39623467209390417,0.7980297506887135,1
1.8657291418495432,-0.46882085153036995,1
-0.6044661769995522,1.3007034549111791,1
0.0437448512555437,-0.5036237620773313,0
2.2588241107563434,-0.9906960670340115,1
-0.8008970135332408,0.5423730139835349,0
0.5934227032871185,-2.233793955863128,0
-1.6692907282039493,-0.4573686112145741,0
-0.7137950930502477,1.8331313212076723,1
-0.17617276524347059,0.4805266922014241,1
0.31841378638405293,-0.16606253130625323,1
1.0516195801230026,-0.868618116614826,0
-1.4678153577298723,0.0750441008092983,0
-1.1764464748104544,-0.9226172594911703,0
-1.2082488721608755,0.11965498951295944,0
-1.108418940609518,0.5244983299624494,0
-0.4361600533066601,0.08626705324142658,0
0.5097021113721923,0.6349777943920373,1
-1.6386509174884805,0.18140419765692287,0
-0.69158154950089,1.5330035937440485,1
1.6074457673387468,1.1770486114006073,1
0.4117253904260929,1.4271962158996678,1
-0.39677584337142924,-1.4799557196369966,0
0.8933136622505793,-1.807080035598913,0
-0.835992025234926,-0.028555788541993636,0
-0.16400704469345612,0.06282798861488294,0
-0.8038443430573093,-0.7805273189765016,0
-0.4061952214018879,0.1065712525681342,0
-0.5041001704473386,0.04663607226204949,0
-0.20535547907502566,0.01463287929880587,0
-1.148626024094011,-1.0984222360626457,0
1.3467507841900124,-0.09447563048328517,1
-1.0624306575823255,-1.878302437513332,0
-0.35247733393497027,-2.757539087082972,0
-0.4449502920048885,0.4926082555879534,1
0.1438399231816847,0.36688911423671217,1
0.8691648973973614,-0.3676241925657035,1
-0.10415885648764711,-1.2842675852012184,0
0.7707884554793056,-0.7659355582420636,0
-1.9694865086150772,2.4466749827701526,1
2.012685004957359,-0.6452752782378655,1
-0.007494718093068606,0.1204206957533939,0
0.5866466884813964,1.27769054319239,1
-0.343209532807979,1.5772031535091826,1
0.7963367938445493,0.5254726275130767,1
-0.5928649137619882,1.50794999996131,1
-1.521499325221367,0.23040602430330986,0
-0.4495846755159746,-1.447262768053525,0
-1.056352662835381,1.1179789447792512,1
1.3309700200263561,0.4302471140757437,1
-0.14123461843729296,0.27874605132269803,1
-1.313001769009172,-0.7731621916078755,0
-0.15366881251538103,-0.7089044231787438,0
0.20931292648636662,-0.6341582672237797,0
-0.6904603459924609,0.6132444711949941,0
0.09888736681085378,-1.0784092267833345,0
-0.9536483104936994,0.027370756110013487,0
-1.606464167951398,-0.4220704045896716,0
-2.0196916881091167,0.4533347515068594,0
-0.44216854080778345,-0.01678127489516923,0
0.8350977572997345,0.6533967462629593,1
1.4012769518899297,-0.6239297085440254,1
0.35104728739862695,-1.1546010577894816,0
-0.03592704200105544,-0.13607140209324298,0
0.13309586209000604,0.3320154186502039,1
0.41106495385317554,1.2330963395334744,1
-0.8083830756696813,-0.02002145158182919,0
-0.6612278339688195,-0.65567704156514,0
1.5869595509995273,-1.2509400537953657,1
0.3420429610641544,0.6998449304152137,1
1.1595151774855137,-0.5486664670308156,1
-0.7992241293277389,0.36341685769077114,0
-1.4230403541500987,0.14120144552577066,0
-0.7168371271816719,-0.03660353864287863,0
1.1705336075191433,0.9592568723619953,1
1.167714734255722,1.538453500167443,1
1.9550436369885764,-0.1394253033324407,1
-2.043580231299504,0.720903652379958,0
-0.4884739230890284,1.1614186162993565,1
-0.6772513646498625,-0.011311900537055525,0
0.8220264603502679,0.21120131060649588,1
-0.5102156928253797,1.3724356904734292,1
-0.44455675442450376,0.27903760285867296,0
0.3471563891881086,-0.7614899999094688,0
0.027142870258884205,0.6559475212858975,1
-1.6046703291477846,-2.8227052163796773,0
0.8744950107518319,-0.5985944143574196,1
0.18306483788908776,1.4168534347044928,1
-0.8155097847120134,1.4926850874713213,1
-1.1116805502760356,0.49956107424354457,0
0.19075079255542354,1.1105998874178875,1
-0.36026111651535797,-1.1785054559753705,0
1.1427944745428442,1.5069240575429539,1
0.24721657045368922,0.21807619914471635,1
0.43741820796642583,1.1710398252596124,1
-1.3064100224004631,0.8895923712236917,0
0.14009304908636577,-0.24662267110707733,0
0.4616036628511007,0.043467249119699056,1
-2.548677921481113,0.6658498043173731,0
0.4636434044718182,1.2258886995760625,1
0.022425185510368702,-0.4465264039512793,0
-1.7407558394569076,-0.13682075622566137,0
0.48132832221808564,-0.9476455491729266,0
1.4108557070083245,0.10081225006093492,1
-0.3364745476824463,0.2689895873407187,0
0.6143150910530599,0.5245391727998728,1
1.180769911265895,-1.3672768327670706,0
-1.6071643798087725,1.0441628845159605,0
0.9314335402115687,0.8444087739617037,1
0.3879545124465448,0.04731794608291594,1
-1.1794164009782238,1.118466908292293,1
-1.2833427240956576,-0.5770346879767533,0
-0.013986547319969733,1.8613271852044062,1
0.5030279849481989,1.1571278582805868,1
0.41613564505848255,-0.2830698490126481,0
-0.07898909387021076,-0.0658900081533216,0
-0.8554784111992875,0.5342715102827448,0
-1.3599304145468925,1.1945881580145419,0
1.0187905495775222,0.015215355501313706,1
-1.3887765646867951,0.49123377211189184,0
0.73471619673917,2.516994051217516,1
-0.744515294680202,0.7565623027630544,1
-2.1572632465298343,-0.5360373738756686,0
1.218112663586415,-0.1278673024751649,1
0.5829011894799077,0.8169947630898612,1
-0.6391542771965032,0.34517455468292496,0
0.38923412167901583,0.3846892158497353,1
1.4665564401510822,1.2517013700349666,1
1.357061473787796,0.19794667536647667,1
-1.930136857278209,-0.3697762656814555,0
-0.30525528358106313,0.8255387608992248,1
-0.2938008801905526,-0.8233126449571851,0
0.5743731520544233,-1.2782501354173426,0
-0.09571448091246398,-0.8343477356681382,0
-2.495729089177713,-0.8717185703113459,0
-0.5285981992576829,-0.5895730779793814,0
1.35798200513932,-2.4798485314996044,0
-0.4884540179328307,-0.08827706702467367,0
-1.1795437692132926,0.4437572549605182,0
0.6056494973767345,-1.75656291673096,0
-0.6039491463979885,-0.7575046162756753,0
-0.7985759823015115,0.8245129766265945,0
-0.0814264273198674,0.19503921524214302,0
1.9129774613405472,-0.7633181165395099,1
0.8998850381928408,0.2737594027424084,1
-0.009898370690913968,-0.8253855318122638,0
0.0976229683548066,-0.27414590669852285,0
-0.11630258524479807,0.6799761006925236,1
-1.7256230783988236,1.4671525288779896,0
-2.2047903587039603,-0.8559224074212081,0
2.328031128651746,0.9643973329022494,1
1.735978645639943,-0.6517481014072541,1
2.8434991220896126,-0.42866784370583644,1
-1.099348328202223,1.5974608623706201,1
1.1317411547491825,-0.8028737173048169,1
0.4962131483699385,-0.47510378611135057,1
-1.263436935075114,1.714510534420417,1
2.154944153596444,0.3445123525003705,1
1.5327078268302692,-0.06896738954668685,1
0.6791739094809828,0.5988400213422047,1
1.0775670678978262,0.29698662859153846,1
-1.196837822240617,0.14947346494984473,0
-0.43485515108080525,-0.9881369821360446,0
-1.7823030261394919,-1.4451384006357595,0
-0.9816466751122526,0.03522686554702491,0
1.893069248421185,-0.5772978665232527,1
1.0154857287714012,-1.260438454992206,0
-0.24201031826791142,-0.4873245072966293,0
0.9893730751513728,1.8083243870582237,1
-0.24743788451103038,0.020891743632399276,0
-0.8187892848608599,1.6741865387755626,1
0.9885390332746433,0.6061882178566904,1
-0.5411218377501897,-1.0540419420774987,0
-2.676908498290632,1.0033126654294815,0
0.7660466836672417,-0.8588582184854457,1
-0.02861510264135661,0.6565046918125039,1
1.4028407009850594,-0.6508151614652112,1
0.36657983083928025,0.1378822886253224,1
-1.5452898686935763,-1.8719158336561164,0
-0.9152831906550567,-1.066201802519668,0
-1.4935523137221887,-0.2845794305571107,0
-1.0002891620924286,-0.16727827071853021,0
1.1025399906515747,0.07675783511575916,1
-0.4279117613567922,1.3500909424213041,1
1.348751590797503,1.3934005783797714,1
-1.0037509109059801,-0.6988783062767703,0
2.7993315316825176,-0.5366518881925889,1
1.5333154770486583,1.0745477054622312,1
0.25684966405572274,0.1735812092616117,1
1.6123161857939092,-0.6204890176191192,1
0.456635779866364,0.44027961592120146,1
-0.07651029213326524,-0.07803751450290196,0
-1.742266925911471,1.6942556882844646,0
-0.43769489863766076,-0.19420512777087534,0
-1.5737205768590294,0.587183099939285,0
-0.6901413933828883,0.06608360554121853,0
0.7053287349242596,1.0419945989481092,1
0.600052010260556,1.455468452237747,1
-0.3286318807722949,1.0912854843343442,1
1.4397150106375567,0.47526463767188565,1
1.8381918434743936,-1.6541439073941415,1
0.6753215132136439,0.39208911188145446,1
2.059522735503297,-0.954845639369042,1
1.1658790433745543,0.09522500034030061,1
0.6743959550812038,-1.8581920995336507,0
-1.3628683549044858,-0.22778075556590488,0
1.7952877226251573,-1.1016648808363794,1
